Title,Organization_name,Type,Traded as,ISIN,Industry,Predecessors,Headquarters,Area served,Key people,Products,Revenue,Operating income,Net income,Total assets,Total equity,Number of employees,Parent,Subsidiaries,Website
Micron Technology,"Micron Technology, Inc.",Public,NASDAQ : MU NASDAQ-100 Component S&P 500 Component,US5951121038,['Semiconductors'],,"Boise, Idaho, U.S.",Worldwide,['Sanjay Mehrotra (President & CEO) Gurtej Singh Sandhu (Senior VP) Robert E. Switz (Chairman of the Board) David Zinsner (CFO)'],DRAM Flash memory SSDs,US$ 20.32 billion (FY AUG 31 2017),US$ 5.87 billion (FY AUG 31 2017),US$ 5.09 billion (FY AUG 31 2017),US$ 35.34 billion (FY AUG 31 2017),US$ 19.47 billion (FY AUG 31 2017),"~34,100 (FY AUG 31 2017)",,,www.micron.comwww.crucial.comwww.ballistixgaming.com
United Technologies,United Technologies Corporation,Public,NYSE : UTX DJIA Component S&P 100 Component S&P 500 Component,US9130171096,['Conglomerate'],,"Farmington, Connecticut, United States",Worldwide,"['Gregory J. Hayes', ' (President', ' Chairman and CEO)']",,US$ 66.501 billion (2018),US$8.553 billion (2018),US$5.269 billion (2018),US$134.211 billion (2018),US$38.446 billion (2018),"240,000 (2018)",,,www.utc.com
National University of Distance Education,National Distance Education University,Public,,,,,,,,,,,,,,,,,www.uned.es
FICO,Fair Isaac Corporation,Public,"NYSE: FICO, S&P 400 component",US3032501047,['Computer'],,"San Jose, California",Worldwide,"['William Lansing', ' CEO Bill Fair', ' co-founder Earl Isaac', ' co-founder']",FICO Score,US$ 932.17 million (2017),US$177.2 million (2017),US$128.26 million (2017),US$1.256 billion (2017),US$426.54 million (2017),"3,358 (2017)",,,www.fico.com
Leiden University Medical Center,,,,,,,,,,,,,,,,,,,www.lumc.nl
Sperry Corporation,Sperry Corporation,,,,"['Electronics', ' Information Technology', ' Aerospace', ' Defense']",,"Lake Success, New York",United States,,"precision instruments, computers, information management",,,,,,,,,
Technische Universität Darmstadt,Technische Universität Darmstadt,Public,,,,,,,,,,,,,,,,,www.tu-darmstadt.de
Intel,Intel Corporation,Public,"NASDAQ: INTC, NASDAQ-100 Component, DJIA Component, S&P 100 Component, S&P 500 Component",US4581401001,['Semiconductors'],,"Santa Clara, California, U.S.",Worldwide,['Gordon Moore (Chairman Emeritus) Dr. Omar Ishrak (Chairman) Bob Swan (CEO) Ajay Bhatt (Chief Client Platform Architect)'],Central processing units Microprocessors Integrated graphics processing units (iGPU) Systems-on-chip (SoCs) Motherboard chipsets Network interface controllers Modems Mobile phones Solid state drives Wi-Fi and Bluetooth Chipsets Flash memory Vehicle automation sensors,US$ 70.8 billion (2018),US$23.3 billion (2018),US$21.0 billion (2018),US$127.9 billion (2018),US$74.5 billion (2018),"110,200 (2019)",,"['Mobileye', ' McAfee (49%)', ' Here (15%)']",intel.com
John Jay,,,,,,,,,,,,,,,,,,,
Kennametal,Kennametal Inc.,Public,NYSE : KMT BSE : 505890 S&P 400 Component,US4891701009,['Metals'],,"Pittsburgh, Pennsylvania",,"['Christopher Rossi', ' President and CEO']","aggregates, metalworking, abrasive flow products, cutting tools, metallurgy, mining equipment, woodworking, fluid handling",$2.4 billion USD,,,,,"approximately 10,000 worldwide",,,www.kennametal.com
Allegheny Technologies,Allegheny Technologies Incorporated,Public company,NYSE : ATI S&P 400 Component,US01741R1023,,,"Pittsburgh, Pennsylvania, United States",Worldwide,"['Richard J. Harshman (Chairman) ', ' Robert S. Wetherbee (President) & (CEO)']","Titanium and titanium alloys, nickel-based alloys and superalloys, stainless and specialty steels, zirconium, hafnium, and niobium, tungsten materials, forgings and castings",$4.0 billion (2018),,$222 million (2018),$5.185 billion (2017),$1.739 billion (2017),"8,600 (2017)",,,www.atimetals.com
King Saud University,King Saud University,Public,,,,,,,,,,,,,,,,,www.ksu.edu.sa
Nippon Telegraph and Telephone,Nippon Telegraph and Telephone Corporation,1985-Present: Public KK 1952-1985: State-owned enterprise,TYO : 9432 OTC Pink : NTTYY TOPIX Core 30 Component,JP3735400008,['Telecommunications'],,"Ōtemachi, Chiyoda, Tokyo, Japan",,['Satoshi Miura (Chairman) Jun Sawada (President and CEO)'],"Fixed line telephone, Mobile phone, Broadband, Digital television, Internet television, IT and network services",¥ 11.8 trillion (2018),¥1.64 trillion (2018),¥1.21 trillion (2018),¥21.7 trillion (2018),¥12.0 trillion (2018),"282,550 (2018)",,"['NTT East NTT West NTT', ' Inc. NTT Communications (in Japan) NTT Ltd. (NTT Communications', ' Dimension Data', ' NTT Security etc) NTT Data NTT Docomo NTT Research NTT Urban Development']",www.ntt.co.jpglobal.ntt
Fraunhofer Society,Fraunhofer Society,Applied research,,,,,,,['Reimund Neugebauer (President)'],,,,,,,,,,www.fraunhofer.de
Fortinet,"Fortinet, Inc.",Public,NASDAQ : FTNT S&P 500 Component,US34959E1091,['Network security and computer security'],,"Sunnyvale, California, United States",,['Ken Xie (CEO) Michael Xie (CTO) Keith Jensen (CFO)'],Fortinet Security Fabric FortiGate UTM FortiGate enterprise FortiGate carrier FortiWeb FortiSIEM FortiSandbox FortiClient FortiManager FortiAnalyzer,US $1.8 billion (2018),US $109.804 million (2017),US $31.399 million (2017),"US $2,257.916 million (2017)",US $589.377 million (2017),"6,015 (2019)",,,www.fortinet.com
Atmel,Atmel Corporation,,,US0495131049,['Semiconductors'],,"San Jose, California, United States",,,Microcontrollers Flash memory Touchscreen controllers Touch sensors Wireless/RF transceivers,US$ 1.17B (FY 2015),US$ 136M (FY 2015),US$ 26M (FY 2015),US$ 1.26B (FY 2015),US$ 876M (FY 2015),4700,,,www.microchip.com
SanDisk,SanDisk,Brand division,,US80004C1018,['Storage devices'],,"Milpitas, California, United States",,,"Memory cards, USB flash drives, DRAM, Portable media players, Solid-state drives",,,,,,,Western Digital,,www.sandisk.com
Silicon Valley Bank,SVB Financial Group,Public,"NASDAQ: SIVB, S&P 500 component",,['Financial Services'],,"Santa Clara, California",,"['Greg Becker', ' CEO Roger F. Dunbar', ' Chairman Michael R. Descheneaux', ' President']",,,,,$51.214 billion (2017),$4.179 billion (2017),"3,600 (2019)",,,svb.com
Polytechnic University of Milan,Polytechnic University of Milan,State-supported Technical University,,,,,,,,,,,,,,,,,www.polimi.it/en
"University of Maryland, Baltimore County","University of Maryland,",Public university Space-Grant,,,,,,,,,,,,,,,,,www.umbc.edu
Clemson University,Clemson University,Public Land-grant university Sea-grant university,,,,,,,,,,,,,,,,,www.clemson.edu
Oregon Health & Science University,Oregon Health & Science University,Public,,,,,,,,,,,,,,,,,www.ohsu.edu
McMaster University,McMaster University,Public university,,,,,,,,,,,,,,,,,mcmaster.ca
Chrysler,FCA US LLC,"Subsidiary, limited liability company",,,['Automotive'],Maxwell Motor Company United States Motor Company,"1000 Chrysler Drive, Auburn Hills, Metro Detroit, Michigan, United States",Worldwide,"['John Elkann (Chairman)', ' Michael Manley (CEO)']","Automobiles, Commercial vehicles, Automotive parts",,,,,,"c. 93,000 (2018)",Fiat Chrysler Automobiles,['FCA Canada'],fcagroup.com
West Virginia University,West Virginia University,• Public • Flagship • Land-grant • Space-grant • Multi-campus,,,,,,,,,,,,,,,,,wvu.edu
Qualcomm,Qualcomm Incorporated,Public,"NASDAQ: QCOM, NASDAQ-100 component, S&P 100 component, S&P 500 component",US7475251036,['Telecommunications Semiconductors'],,"San Diego, California, United States [ citation needed ]",Worldwide,"['Mark McLaughlin\u200b (chairman)', ' Steven Mollenkopf (CEO)', ' Cristiano Amon (president)']",Intellectual property,US$ 22.73 billion (2018),US$ 742 million (2018),US$ –4.86 billion (2018),US$ 32.68 billion (2018),US$ 928 million (2018),"41,000 (2020)",,,qualcomm.com
Yale University,Yale University,Private,,,,,,,,,,,,,,,,,yale.edu
Equifax,Equifax Inc.,Public,"NYSE: EFX, S&P 500 Component",US2944291051,['Credit risk assessment'],,"Atlanta, Georgia, U.S.",Worldwide,"['Mark L. Feidler', ' (Chairman of the Board)', ' Mark W. Begor', ' (CEO) ', ' John W. Gamble', ' Jr.', ' (Vice President & CFO)']",,US$ 3.36 billion (2017),US$ 824.6 million (2017),US$ 587.3 million (2017),US$ 7.23 billion (2017),US$ 3.24 billion (2017),"10,300 (2017)",,,www.equifax.com
Alcoa,Alcoa Corporation,Public,"NYSE: AA, Russell 1000 Component",US0138721065,['Metals'],,"Pittsburgh, Pennsylvania",Worldwide,"['Michael Morris(Chairman)', ' Roy Harvey(CEO)']","Bauxite, Alumina, Aluminium",US$ 11.652 billion (2017),US$1.205 billion (2017),US$217 million (2017),US$17.447 billion (2017),US$4.523 billion (2017),"~14,600 (December 2017)",,,alcoa.com
Matra,Mécanique Aviation Traction,,,,['Automotive'],,"Romorantin-Lanthenay, France",,,Sports cars,,,,,,,Lagardère Group,,www.matra.com/
Rohm and Haas,Rohm and Haas Company,Subsidiary of Dow Chemical,,,['Chemical manufacturing'],,"Philadelphia, Pennsylvania, USA",,,,,,,,,,Dow Chemical Company,,www.rohmhaas.com
"Solarmer Energy, Inc.","Solarmer Energy, Inc.",Private,,,"['Solar energy', ' Renewable energy']",,"El Monte, California",,['Edward T.J. Chen (CEO) Woolas Hsieh (President)'],,,,,,,26 (2009) .,,,www.solarmer.com
Mayo Clinic,Mayo Clinic,"Not-For-Profit 501(c)(3), Public Charitable Organization 509(a)(2)",,,['Health care'],,"Rochester, Minnesota, USA","Rochester, Minnesota, Scottsdale / Phoenix, Arizona, Jacksonville, Florida","['Gianrico Farrugia (CEO) ', ' Samuel A. DiPiazza Jr. (Chairman)']",,US$12.603 billion (2018) : 13,,,US$17.305 billion (2018) : 13,,"63,000 : 3",,,www.mayoclinic.org
Lanzhou University,Lanzhou University,Public,,,,,,,,,,,,,,,,,www.lzu.edu.cn
Mitsubishi Electric,Mitsubishi Electric Corporation,Public KK,TYO : 6503 LSE : MEL,JP3902400005,['Electrical equipment Electronics'],,"Tokyo Building, 2-7-3, Marunouchi, Chiyoda, Tokyo, Japan",,"['Setsuhiro Shimomura (Chairman) ', ' Masaki Sakuyama (President & CEO)']","Energy and electric systems, electronic devices, industrial automation systems, home appliances, information and communication systems and space systems","¥4,394.4 billion (2017)",¥235.0 billion (2014),¥153.5 billion (2014),"¥3,612.9 billion (2014)","¥1,600 billion (2014)","138,700 (2018)",Mitsubishi,,www.mitsubishielectric.com
Novartis,Novartis International AG,Aktiengesellschaft,SIX: NOVN,CH0012005267,['Pharmaceuticals'],,"Basel, Switzerland",Worldwide,['Vasant Narasimhan (CEO)'],"Pharmaceuticals, generic drugs, over-the-counter drugs, vaccines, diagnostics, contact lenses, animal health (list...)",US$ 51.900 billion (2018),US$8.169 billion (2018),US$12.614 billion (2018),US$145.563 billion (2018),US$78.692 billion (2018),"125,161 (2017)",,,www.novartis.com
Parker Hannifin,Parker-Hannifin Corporation,Public,"NYSE: PH, S&P 500 component",US7010941042,['Motion and control technologies'],,"Mayfield Heights, Ohio, U.S.",Worldwide,"['Thomas L. Williams (present CEO and Chairman) ', ' Lee C. Banks (President & COO)']",,US$ 14.3 billion (2018),US$1.47 billion (2018),US$1.21 billion (2018),US$15.32 billion (2018),US$7.45 billion (2018),"57,170 (2018)",,,parker.com
Leonardo Longo,Leonardo Longo,,,,,,,,,,,,,,,,,,
Huawei,"Huawei Technologies Co., Ltd.",Limited Company,,,"['Mobile phones', ' Consumer electronics', ' Telecom equipment', ' Networking equipment']",,"Shenzhen, China",Worldwide,['Ren Zhengfei (Founder & CEO) Liang Hua (chairman) Meng Wanzhou (CFO)'],Mobile and fixed broadband networks consultancy and managed services multimedia technology smartphones tablet computers dongles Smart TV HarmonyOS,CN¥ 850 billion US$121.72 billion (2019),CN¥73.287 billion US$10.689 billion (2018),CN¥59.345 billion US$8.656 billion (2018),CN¥665.792 billion US$97.109 billion (2018),CN¥233.065 billion US$33.994 billion (2018),"194,000 (2019)",Huawei Investment & Holding,['Amartus Caliopa Chinasoft International FutureWei Technologies HexaTier HiSilicon iSoftStone'],www.huawei.com
University of Massachusetts Medical School,University of Massachusetts,Public medical school,,,,,,,,,,,,,,,,,www.umassmed.edu
Siemens,Siemens AG,Aktiengesellschaft,FWB : SIE DAX Component,DE0007236101,['Conglomerate'],,"Werner-von-Siemens-Straße 1, 80333 Munich, Germany",Worldwide,['Joe Kaeser (CEO) Ralf P. Thomas (CFO) Managing Board Joe Kaeser Roland Busch Klaus Helmrich Cedrik Neike Michael Sen'],"Power generation technology, industrial and buildings automation, medical technology, railway vehicles, water treatment systems, fire alarms, PLM software",€86.849 billion (2019),€7.518 billion (2019),€5.648 billion (2019),€150.248 billion (2019),€50.984 billion (2019),"385,000(2019)",,,www.siemens.com
Qualcomm,Qualcomm Incorporated,Public,"NASDAQ: QCOM, NASDAQ-100 component, S&P 100 component, S&P 500 component",US7475251036,['Telecommunications Semiconductors'],,"San Diego, California, United States [ citation needed ]",Worldwide,"['Mark McLaughlin\u200b (chairman)', ' Steven Mollenkopf (CEO)', ' Cristiano Amon (president)']",Intellectual property,US$ 22.73 billion (2018),US$ 742 million (2018),US$ –4.86 billion (2018),US$ 32.68 billion (2018),US$ 928 million (2018),"41,000 (2020)",,,qualcomm.com
Sumitomo Electric Industries,"Sumitomo Electric Industries, Ltd. (SEI)",Public,TYO : 5802 NAG : 5802 FSE : 5802,JP3407400005,['Non-ferrous metal'],,"Osaka, Japan",Worldwide,['Osamu Inoue (社長)'],"Automotive, Infocommunications, Electronics, Environment and Energy, Industrial Materials & Others","¥ 3,177,985 million (2019, consolidated)",,,,,"272,796 (2019)",,,http://global-sei.com
University of Strasbourg,University of Strasbourg,Public,,,,,,,,,,,,,,,,,www.unistra.fr
Air Liquide,Air Liquide S.A.,Société Anonyme,Euronext : AI CAC 40 Component,FR0000120073,"['Chemicals', ' Health care', ' Engineering']",,"Quai d'Orsay, 7th arrondissement, Paris, France",,['Benoît Potier (Chairman and CEO)'],"Industrial gases, fine chemicals",€21.92 billion (2019),€3.794 billion (2019),€2.242 billion (2019),€41.980 billion (end 2018),€18.207 billion (end 2018),"66,000 (2018)",,,www.airliquide.com
Bell Labs,Nokia Bell Labs,Subsidiary of Nokia,,,"['Telecommunication', ' Information technology', ' Material science']",,"Murray Hill, New Jersey, U.S.",,['Marcus Weldon'],,,,,,,,AT&T (1925–96) Western Electric (1925–83) Lucent (1996–2006) Alcatel-Lucent (2006–16) Nokia (2016–present),,www.bell-labs.com
James A. Williams,,,,,,,,,,,,,,,,,,,
Panasonic,Panasonic Corporation,Public KK,"TYO: 6752, NAG: 6752, OTC Pink: PCRFY, TOPIX Core 30 Component",JP3866800000,"['Electronics', ' Semiconductors', ' Home appliances']",,"Kadoma, Osaka, Japan 34°44′38′′N 135°34′12′′E ﻿ / ﻿ 34.7438°N 135.5701°E ﻿ / 34.7438; 135.5701 Coordinates : 34°44′38′′N 135°34′12′′E ﻿ / ﻿ 34.7438°N 135.5701°E ﻿ / 34.7438; 135.5701",Worldwide,"['Shusaku Nagae (Chairman)', ' Masayuki Matsushita [ja] (Vice chairman)', ' Kazuhiro Tsuga (President) Laurent Abadie (COO) Yoshiyuki Miyabe (CTO)']","television, LCD projector, digital camera, DVD player, home appliance, desktop computer, laptop, video game console, computer hardware, software",¥ 8.002 trillion (2019) [* 1],¥411.5 billion (2019) [* 1],¥284.1 billion (2019) [* 1],¥6.013 trillion (2019) [* 1],¥1.913 trillion (2019) [* 1],"273,858 (2019)",,"['Panasonic Avionics Corporation', ' Panasonic Electric Works', ' Universal Lighting Technologies', ' Kawakita Denki Kigyosha', ' Sanyo Electric Co.', ' Ltd.', ' Anchor Electricals']",panasonic.com
University of Arkansas,University of Arkansas,Public Flagship Land-grant Space-grant State university,,,,,,,,,,,,,,,,,www.uark.edu
Nvidia,Nvidia Corporation,Public,"NASDAQ: NVDA, NASDAQ-100 component, S&P 100 component, S&P 500 component",US67066G1040,"['Semiconductors', ' Video games', ' Consumer electronics', ' Computer hardware']",,"Santa Clara, California, U.S.",Worldwide,"['Jensen Huang (president\u200b & CEO)', ' Colette M. Kress (CFO)']","Graphics processing units (GPU), Central processing units (CPU), Chipsets, Drivers",US$ 11.716 billion (2018),US$3.804 billion (2018),US$4.141 billion (2018),US$13.292 billion (2018),US$9.342 billion (2018),"13,227 (January 2019)",,['NVIDIA Advanced Rendering Center'],www.nvidia.comdeveloper.nvidia.comwww.geforce.com
Duke University,Duke University,Private,,,,,,,,,,,,,,,,,www.duke.edu
Ideal Toy Company,Ideal Toy Company,,,,,,"originally Hollis, Queens ; then New Jersey, United States",,"['Abraham Katz', ' Lionel A. Weintraub', ' Joseph C. Winkler']","dolls, teddy bears, toys, board games, Rubik's Cube",,,,,,,,,https://www.alexbrands.com/pa_brand/ideal/
Sun Yat-sen University,Sun Yat-sen University,Public,,,,,,,,,,,,,,,,,www.sysu.edu.cn
University of Massachusetts,University of Massachusetts,State university system Public university University system,,,,,,,,,,,,,,,,,www.massachusetts.edu
Fujitsu,Fujitsu Ltd.,Public Company (KK),"TYO: 6702, TOPIX Large 70 Component",JP3818000006,"['Computer hardware', ' Computer software', ' IT services', ' IT consulting', ' Telecommunications']",,"Shiodome City Center, Minato, Tokyo, Japan",Worldwide,"['Masami Yamamoto (Chairman)', ' Tatsuya Tanaka (President)']",See products listing,¥ 4.098 trillion (2018) [* 1],¥182.5 billion (2018) [* 1],¥169.3 billion (2018) [* 1],¥3.121 trillion (2018) [* 1],¥1.087 trillion (2018) [* 1],"140,365 (2018)",,,www.fujitsu.com
